# Constructed from biom file
#OTU ID	HBT-12	ZR7-18	ZR9-19	ZR9-18	ZR9-11	ZR9-16	ZR9-15	ZR9-14	N39	ZR4-16	ZR4-12	ZR4-19	ZR4-76	ZR4-77	ZR4-79	ZR4-89	ZR4-15	ZR4-82	ZR4-81	HBV-11	HBV-12	ZR4-84	ZR4-67	ZR4-68	ZR4-52	ZR4-53	ZR4-54	ZR4-57	ZR4-39	ZR4-30	ZR4-46	ZR4-45	ZR4-44	ZR4-41	HBT-8	ZR9-7	ZR9-4	N72	HBV-68	HBV-64	HBV-61	ZR9-3	ZR9-1	ZR4-36	ZR9-5	ZR4-35	ZR9-20	N41	N43	N42	N44	ZR7-9	ZR7-8	HBV-52	ZR7-6	ZR4-28	ZR4-23	ZR4-22	ZR4-26	HBV-46	IMT17	ZR7-11	ZR4-2	ZR9-10	zsb1122	HBV-56	ZR7-22	ZR7-15	ZR7-1	ZR4-14	ZR4-69	ZR4-38	ZR4-33	HBV-22	HBV-59	HBV-5	ZR9-17	ZR4-55	ZR7-16	ZR9-13	ZR7-20	ZR4-63	ZR4-59	ZR9-2	ZR4-31	ZR9-21	zqq1205	ZR7-7	ZR4-27	ZR7-17	ZR9-9	ZR9-8	ZR7-12	ZR7-13	ZR9-12	ZR9-6	taxonomy
OTU_208	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	797	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_208
OTU_209	0	0	0	0	0	0	0	0	0	0	2	77	0	17	3	0	0	0	1	52	3	0	0	0	0	0	1	60	1	1	2	5	1	0	0	0	1	5	15	1	0	0	0	1	0	0	0	1	9	0	0	0	0	88	0	0	0	1	0	0	1	5	49	3	1	0	0	0	3	1	0	0	0	1	0	7	0	0	0	0	0	0	0	0	1	9	3	0	0	0	11	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; OTU_209
OTU_21	185	261	406	29	709	446	589	730	219	435	1	0	0	1	68	265	1215	507	1413	589	1	196	158	432	56	326	391	1457	0	97	226	88	46	0	306	155	719	140	173	48	20	200	25	124	1	90	593	411	1	52	857	0	0	1207	112	1	1401	45	0	141	961	0	0	208	655	0	633	996	0	0	8	1	15	112	0	0	2	1	5	0	0	1	8	85	2	3	203	0	0	0	0	0	0	0	1	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_21
OTU_210	0	4	0	0	8	0	8	5	0	2	0	1	0	2	1	2	0	0	10	0	2	1	0	1	0	0	0	0	1	0	0	4	0	0	0	3	2	2	1	0	0	0	0	0	0	1	38	3	3	0	2	9	3	7	3	0	0	2	35	0	2	0	16	1	2	0	38	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	11	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; OTU_210
OTU_211	0	0	0	0	38	6	0	25	3	4	0	0	0	0	0	14	0	158	12	0	0	0	5	34	2	0	55	4	0	2	0	19	0	0	0	0	2	36	0	2	0	4	0	0	0	0	0	11	0	0	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__un_f_Lachnospiraceae; OTU_211
OTU_212	25	0	0	0	4	5	7	0	49	16	0	0	0	0	2	7	0	4	0	0	0	0	16	14	0	0	12	5	0	12	4	0	0	0	0	49	1	13	0	5	15	25	4	0	0	0	0	0	1	0	0	0	0	2	3	0	0	6	0	3	0	0	7	1	39	0	4	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_212
OTU_213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Paraprevotellaceae; g__Paraprevotella; OTU_213
OTU_214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	677	4	6	0	4	0	1	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Acidaminococcus; OTU_214
OTU_215	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	238	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; OTU_215
OTU_216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_216
OTU_217	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	171	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; OTU_217
OTU_218	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__un_f_Clostridiaceae; OTU_218
OTU_219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992	0	0	0	0	0	0	0	7	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__un_f_Veillonellaceae; OTU_219
OTU_22	1520	71	0	0	24	4	541	0	446	0	0	0	1	0	1	731	0	1	0	0	0	1003	3	138	3	652	113	0	0	872	0	1	24	0	2	0	0	527	0	0	47	12	75	0	1	2710	0	8	4	1	3	0	0	5480	0	0	1236	0	1	68	0	0	33	0	0	1	61	0	0	1	5	5	1	560	0	0	1	0	0	0	0	0	13	118	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_22
OTU_220	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; OTU_220
OTU_221	0	0	0	0	0	0	0	0	0	14	0	14	0	0	2	33	0	72	0	0	0	1	22	39	1	0	30	0	0	28	21	0	0	0	0	0	0	0	0	0	13	0	5	27	0	0	0	4	18	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__un_f_Coriobacteriaceae; OTU_221
OTU_222	14	276	56	264	629	32	55	142	3	112	160	530	296	82	187	29	311	49	218	267	601	135	45	160	31	36	151	465	769	281	265	37	8	448	30	403	43	29	506	4	42	6	1	19	201	19	346	202	109	43	92	804	316	219	71	781	44	228	949	135	219	2119	511	17	130	48	65	3245	148	3	46	3	84	77	2490	605	42	18	491	118	189	5	146	74	398	3213	190	52	23	83	49	156	26	0	10	17	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; OTU_222
OTU_223	0	0	0	0	0	9	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__un_f_S24-7; OTU_223
OTU_224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__un_f_Ruminococcaceae; OTU_224
OTU_225	1	0	0	0	0	0	0	0	0	0	23	3	5	0	1	0	4	0	0	1	2	0	0	0	0	0	2	4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	5	0	80	0	0	0	0	7	0	0	3	6	0	0	2	0	1	0	3	0	0	2	1	0	0	2	265	0	3	0	0	3	0	5	2	0	0	0	3	0	0	3	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Eubacterium; OTU_225
OTU_226	2	0	0	1	0	0	0	0	1	7	1	1	2	0	1	0	0	1	0	4	2	0	1	0	0	1	0	2	7	1	1	0	16	57	4	0	0	0	2	3	0	0	0	1	0	1	0	0	0	1	0	0	0	20	1	64	3	0	13	0	1	0	4	0	0	19	1	0	2	0	0	11	30	1	3	53	0	39	2	4	0	0	126	0	11	0	2	22	0	0	0	0	106	32	0	2	k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae; g__un_f_Gemellaceae; OTU_226
OTU_227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__un_f_Bifidobacteriaceae; OTU_227
OTU_228	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	159	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; OTU_228
OTU_229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__un_o_RF32; g__un_o_RF32; OTU_229
OTU_23	77	0	861	0	0	0	0	0	0	0	23	0	12	1	0	0	0	0	3	187	0	0	2	2	38	11	1	1	4552	1	12	0	0	865	0	3	0	1	0	0	0	26	0	1	4214	0	9	1	0	0	0	0	378	0	0	3	0	1	2	0	1	305	11254	1341	1	257	0	0	143	0	0	2	6	482	0	1	0	0	730	0	0	27	65	0	361	1	3	0	318	375	167	3477	3388	2	838	447	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; OTU_23
OTU_230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	30	0	538	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__un_f_S24-7; OTU_230
OTU_231	119	0	0	0	0	10	0	0	19	0	0	22	0	0	0	0	0	0	0	0	0	63	9	0	0	107	1	0	0	0	0	0	0	0	98	0	0	0	0	0	4	36	0	0	0	38	0	16	4	0	0	0	0	0	0	6	0	0	0	136	0	0	79	0	0	0	1	0	0	0	44	0	1	27	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Eubacterium; OTU_231
OTU_232	50	1	3	1	1	0	0	5	20	43	270	79	161	6	5	4	3	6	1	10	0	6	2	0	156	1	3	185	16	1	84	9	1	1090	22	0	45	0	2016	325	89	5	1528	136	1	11	2	1	33	0	8	21	951	64	12	4	69	9	32	1	7	1	1	9	2	0	0	0	1019	1801	1458	372	3087	106	7	69	4	1	331	6	46	4	48	24	3175	1	35	153	16	92	0	13	44	11	495	49	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; OTU_232
OTU_233	2	0	0	0	0	0	17	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; OTU_233
OTU_234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_234
OTU_235	0	0	0	0	0	0	0	0	1	12	0	0	0	0	1	0	0	382	1	0	0	0	0	1	0	0	0	2	1	0	0	0	4	0	0	0	0	1	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	5	0	0	0	0	0	0	0	27	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__un_f_Leuconostocaceae; OTU_235
OTU_236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; OTU_236
OTU_237	1	0	0	0	0	0	0	1	0	3	16	0	0	0	0	0	1	0	0	0	2	1	0	0	1	0	0	26	29	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	5	3	0	77	0	0	0	5	0	0	3	0	0	0	0	0	21	16	39	0	4	0	31	0	0	0	1	3	0	14	0	0	1	0	0	0	0	0	33	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Peptostreptococcus; OTU_237
OTU_238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	3	0	256	0	0	31	0	0	0	0	4	13	2	0	4	1	0	1	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	1	0	8	1	0	172	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; OTU_238
OTU_24	471	12	206	25	59	28	94	60	368	1151	6	953	176	842	470	622	401	1110	186	945	486	252	152	553	501	406	626	831	197	116	353	2112	2065	111	370	61	129	558	302	223	134	18	5	266	383	267	156	947	718	246	429	202	111	112	27	2076	1081	306	403	132	30	12	14	7	16	110	9	20	12	444	279	2	13	137	116	1038	20	87	183	45	6	10	2971	18	147	114	33	17	1214	1	105	6	0	0	121	163	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; OTU_24
OTU_240	1	0	2	0	8	0	1	5	0	1	1	1	0	0	0	0	27	39	1	0	1	0	9	16	6	6	7	36	1	2	2	5	5	0	23	1	0	3	1	0	2	1	0	8	0	3	1	32	4	0	4	0	0	22	1	0	35	0	0	1	5	0	0	0	1	3	3	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Mogibacteriaceae; g__un_f_Mogibacteriaceae; OTU_240
OTU_241	5	4	6	1	1	0	6	31	0	3	0	2	0	0	2	12	7	1	0	0	8	0	1	0	0	0	0	2	1	0	0	7	0	0	0	5	0	1	2	0	0	2	0	0	0	0	6	4	0	0	2	0	10	4	0	0	3	4	0	1	15	0	3	1	7	0	5	23	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33	1	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; OTU_241
OTU_242	0	0	0	0	0	0	7	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; OTU_242
OTU_243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	0	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Leptotrichia; OTU_243
OTU_244	12	0	0	2	1	0	1	3	0	3	0	152	0	0	2	1	0	1	1	13	4	2	0	1	0	0	0	4	0	0	0	4	12	0	2	0	1	8	0	0	1	2	0	5	0	0	1	27	6	4	0	0	0	0	0	0	14	2	0	0	0	0	1	2	0	0	0	0	2	0	0	0	1	0	0	7	0	6	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; OTU_244
OTU_245	21	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_245
OTU_246	1	1	1	1	1	0	2	1	0	2	6	15	0	0	1	1	3	18	10	29	34	1	0	1	0	0	3	7	5	0	0	7	0	0	0	1	1	1	1	0	2	0	0	4	1	0	0	1	1	0	1	3	2	12	1	0	1	80	0	0	5	0	120	0	1	2	0	3	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	1	1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Anaerotruncus; OTU_246
OTU_247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Succiniclasticum; OTU_247
OTU_248	10	0	39	0	0	6	0	0	0	0	0	0	0	0	0	0	28	252	0	0	0	0	1	101	1	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__un_f_Coriobacteriaceae; OTU_248
OTU_249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	267	0	0	1	0	0	15	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; OTU_249
OTU_25	795	0	0	0	1	4544	5	2	2	0	11	0	0	0	0	1698	2	174	1	1	5	9	0	22	0	0	13	1	1686	0	0	0	7450	10	1	1	2	13	0	0	0	2181	450	29	2	2	1	1496	0	1	4	6942	8947	1	0	1	81	2	4	0	0	0	138	6890	0	0	88	1	1	3	0	4	15	2	0	1	5611	0	0	0	0	7	3	4609	0	0	1	0	1	0	0	0	0	0	1	1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; OTU_25
OTU_250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	40	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	147	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Oribacterium; OTU_250
OTU_251	0	6	4	4	0	0	0	111	0	0	1	0	0	0	0	0	23	18	0	44	0	0	0	3	1	7	6	0	0	0	5	0	0	0	6	18	0	0	0	0	3	0	0	1	0	0	0	0	0	2	0	0	5	0	0	0	0	1	0	0	40	0	41	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__un_f_Rikenellaceae; OTU_251
OTU_252	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	15	0	1	1	0	0	0	0	0	3	0	0	0	1	137	0	0	8	0	0	0	0	0	114	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	3	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; OTU_252
OTU_253	2	0	1	0	0	9	5	101	0	5	0	1	0	0	0	8	0	11	5	84	0	0	0	3	1	0	0	15	0	0	0	0	0	0	0	20	36	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	13	8	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	11	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Oxalobacter; OTU_253
